id,track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name,duration_mins,genre
487,4pAl7FkDMNBsjykPXo91B3,Needed Me,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,4UlGauD7ROb3YbVOFMgW5u,191600,28/01/2016,79,0.671,0.314,5,-8.091,0,0.244,0.11,0,0.0825,0.296,110.898,4pAl7FkDMNBsjykPXo91B3,4pAl7FkDMNBsjykPXo91B3,3.193333333,TIKTOK DANCE
488,5jkFvD4UJrmdoezzT1FRoP,Rasputin,54R6Y0I7jGUCveDTtI21nb,Boney M.,0txzXbDfTn3vAdx77iCaXd,351573,1978,68,0.639,0.893,9,-6.509,1,0.036,0.289,0.00816,0.222,0.966,126.143,5jkFvD4UJrmdoezzT1FRoP,5jkFvD4UJrmdoezzT1FRoP,5.85955,TIKTOK DANCE
489,5jkFvD4UJrmdoezzT1FRoP,Rasputin,54R6Y0I7jGUCveDTtI21nb,Boney M.,0txzXbDfTn3vAdx77iCaXd,351573,1978,68,0.639,0.893,9,-6.509,1,0.036,0.289,0.00816,0.222,0.966,126.143,5jkFvD4UJrmdoezzT1FRoP,5jkFvD4UJrmdoezzT1FRoP,5.85955,TIKTOK DANCE
490,15C4TnrrVdym7UykxQIOTZ,Throat Baby (Go Baby) (with DaBaby & City Girls) - Remix,5jJjvmEwRr8epuGZq4eUUa,BRS Kash,7CaoMilK1vM4KvbbvRVggD,211609,21/01/2021,71,0.878,0.475,1,-8.42,0,0.324,0.00984,0,0.167,0.397,131.988,15C4TnrrVdym7UykxQIOTZ,15C4TnrrVdym7UykxQIOTZ,3.526816667,TIKTOK DANCE
491,74lnM5V6ecvoTPV0fvptx9,Nuketown (feat. Juice WRLD),2rhFzFmezpnW82MNqEKVry,Ski Mask The Slump God,0z0z4DcXhHiobX5ZKAw8Qn,166400,30/11/2018,76,0.808,0.617,10,-9.32,0,0.442,0.113,0,0.734,0.632,149.962,74lnM5V6ecvoTPV0fvptx9,74lnM5V6ecvoTPV0fvptx9,2.773333333,TIKTOK DANCE
492,1YakuHfzKxjnseCEeVQtrY,Don't Wanna Fall In Love,4qBgvVog0wzW75IQ48mU7v,KYLE,7ramtTKrOVLzbPjzGbSJgr,232368,02/10/2015,71,0.486,0.616,0,-6.9,1,0.277,0.0149,0,0.356,0.601,132.151,1YakuHfzKxjnseCEeVQtrY,1YakuHfzKxjnseCEeVQtrY,3.8728,TIKTOK DANCE
493,1edP9mOIcf8lDzlO1ORbCr,Pour It Up,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,4XBfFj0WYyh5mBtU61EdyY,161200,11/12/2012,48,0.785,0.478,2,-8.735,1,0.0419,0.0254,0,0.0901,0.39,134.003,1edP9mOIcf8lDzlO1ORbCr,1edP9mOIcf8lDzlO1ORbCr,2.686666667,TIKTOK DANCE
494,2x7MyWybabEz6Y6wvHuwGE,Just Dance,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,1jpUMnKpRlng1OJN7LJauV,241933,01/01/2008,73,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26E-05,0.181,0.745,118.992,2x7MyWybabEz6Y6wvHuwGE,2x7MyWybabEz6Y6wvHuwGE,4.032216667,TIKTOK DANCE
495,1yTLac7KPcaHVVVmAFJgIO,Beat Box 2,3Y2MLcrD3ZQXRXmtn4fZQx,SpotemGottem,5OkgmWXOCc2JDwlJdbr86q,181087,18/12/2020,29,0.808,0.313,1,-7.992,1,0.245,0.116,0,0.0991,0.277,159.951,1yTLac7KPcaHVVVmAFJgIO,1yTLac7KPcaHVVVmAFJgIO,3.018116667,TIKTOK DANCE
496,0fvnpbhq17UlrhMmLfGkfe,Whatchu Do,4uyIwcaJgV9ShErevnVlNp,10k.Caash,6iKn0w20trciyUkDjMhmDg,104640,08/01/2021,40,0.885,0.198,8,-15.026,1,0.552,0.013,0.0339,0.138,0.227,140.131,0fvnpbhq17UlrhMmLfGkfe,0fvnpbhq17UlrhMmLfGkfe,1.744,TIKTOK DANCE
