id,track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name,duration_mins,genre
0,6kVuF2PYLuvl9T85XjNbaO,Lay It Down Gmix - Main,1Xfmvd48oOhEWkscWyEbh9,Lloyd,43C6GVlhXG4KfZuEbxty3r,302186,01/01/2011,28,0.597,0.8,1,-5.423,0,0.312,0.0461,0,0.18,0.565,155.932,6kVuF2PYLuvl9T85XjNbaO,6kVuF2PYLuvl9T85XjNbaO,5.036433333,TIKTOK DANCE
1,1RGIjMFMgJxkZHMDXVYzOJ,Bartender (feat. Akon),3aQeKQSyrW4qWr35idm0cy,T-Pain,6CrSEKCF4TYrbSIitegb3h,238800,05/06/2007,75,0.832,0.391,8,-8.504,1,0.0628,0.0564,0,0.224,0.436,104.961,1RGIjMFMgJxkZHMDXVYzOJ,1RGIjMFMgJxkZHMDXVYzOJ,3.98,TIKTOK DANCE
2,1RGIjMFMgJxkZHMDXVYzOJ,Bartender (feat. Akon),3aQeKQSyrW4qWr35idm0cy,T-Pain,6CrSEKCF4TYrbSIitegb3h,238800,05/06/2007,75,0.832,0.391,8,-8.504,1,0.0628,0.0564,0,0.224,0.436,104.961,1RGIjMFMgJxkZHMDXVYzOJ,1RGIjMFMgJxkZHMDXVYzOJ,3.98,TIKTOK DANCE
3,1dIWPXMX4kRHj6Dt2DStUQ,Chosen (feat. Ty Dolla $ign),4qXC0i02bSFstECuXP2ZpL,Blxst,7AwrgenNcTAJlJF3pKL0Qr,161684,04/12/2020,76,0.571,0.767,2,-5.16,1,0.287,0.336,0,0.0809,0.605,93.421,1dIWPXMX4kRHj6Dt2DStUQ,1dIWPXMX4kRHj6Dt2DStUQ,2.694733333,TIKTOK DANCE
4,4QVS8YCpK71R4FsxSMCjhP,Tie Me Down (with Elley Duhé),2ZRQcIgzPCVaT9XKhXZIzh,Gryffin,69t8rpgBN1ov5kCU6LDMuR,218295,03/08/2018,72,0.548,0.839,6,-2.371,1,0.0644,0.135,0,0.102,0.314,98.932,4QVS8YCpK71R4FsxSMCjhP,4QVS8YCpK71R4FsxSMCjhP,3.63825,TIKTOK DANCE
5,7BoobGhD4x5K96Me0hqC8Q,Build a Bitch,26cMerAxjx9GedFt0lMDjm,Bella Poarch,5YKqfiQdPYWJ0kZ5pttY5o,122772,14/05/2021,89,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77E-05,0.347,0.866,102.931,7BoobGhD4x5K96Me0hqC8Q,7BoobGhD4x5K96Me0hqC8Q,2.0462,TIKTOK DANCE
6,7BoobGhD4x5K96Me0hqC8Q,Build a Bitch,26cMerAxjx9GedFt0lMDjm,Bella Poarch,5YKqfiQdPYWJ0kZ5pttY5o,122772,14/05/2021,89,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77E-05,0.347,0.866,102.931,7BoobGhD4x5K96Me0hqC8Q,7BoobGhD4x5K96Me0hqC8Q,2.0462,TIKTOK DANCE
7,5OKHUpNLi4GEQ0aynz9VLJ,Ever After,1mCY2mHctggfYiEqpCgcSz,Bonnie Bailey,4TrCexUUlnxL5cNen7qMt9,231559,11/05/2018,50,0.774,0.8,11,-6.504,0,0.0314,0.259,3.80E-06,0.0888,0.902,113.994,5OKHUpNLi4GEQ0aynz9VLJ,5OKHUpNLi4GEQ0aynz9VLJ,3.859316667,TIKTOK DANCE
8,3J8EOeKLTLXORtWPpOU5bE,Calling My Phone,6jGMq4yGs7aQzuGsMgVgZR,Lil Tjay,3MEKpJ7wSSp6Z661ThjrUJ,205458,02/04/2021,89,0.907,0.393,4,-7.636,0,0.0539,0.451,1.35E-06,0.135,0.202,104.949,3J8EOeKLTLXORtWPpOU5bE,3J8EOeKLTLXORtWPpOU5bE,3.4243,TIKTOK DANCE
9,5caZgotE4D6elZpd5S4wlX,Clap For 'Em (feat. Flo Milli & Sada Baby),03T8GHHcCEtcfnjbP5aHLg,YungManny,7nYMFoZJEsTdliAf5MUQvJ,125579,20/03/2021,70,0.903,0.785,1,-4.709,1,0.322,0.0245,0,0.0652,0.823,129.835,5caZgotE4D6elZpd5S4wlX,5caZgotE4D6elZpd5S4wlX,2.092983333,TIKTOK DANCE
10,5caZgotE4D6elZpd5S4wlX,Clap For 'Em (feat. Flo Milli & Sada Baby),03T8GHHcCEtcfnjbP5aHLg,YungManny,7nYMFoZJEsTdliAf5MUQvJ,125579,20/03/2021,70,0.903,0.785,1,-4.709,1,0.322,0.0245,0,0.0652,0.823,129.835,5caZgotE4D6elZpd5S4wlX,5caZgotE4D6elZpd5S4wlX,2.092983333,TIKTOK DANCE
11,3VqeTFIvhxu3DIe4eZVzGq,Butter,3Nrfpe0tUJi4K4DXYWgMUX,BTS,2BDhPi2XCYujYxU6VM0QaD,164441,21/05/2021,98,0.759,0.459,8,-5.187,1,0.0948,0.00323,0,0.0906,0.695,109.997,3VqeTFIvhxu3DIe4eZVzGq,3VqeTFIvhxu3DIe4eZVzGq,2.740683333,TIKTOK DANCE
12,3VqeTFIvhxu3DIe4eZVzGq,Butter,3Nrfpe0tUJi4K4DXYWgMUX,BTS,2BDhPi2XCYujYxU6VM0QaD,164441,21/05/2021,98,0.759,0.459,8,-5.187,1,0.0948,0.00323,0,0.0906,0.695,109.997,3VqeTFIvhxu3DIe4eZVzGq,3VqeTFIvhxu3DIe4eZVzGq,2.740683333,TIKTOK DANCE
13,4gdx3sBwgfZTZAqxKzQVTA,Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy),3aQeKQSyrW4qWr35idm0cy,T-Pain,5uKz6gPL6fyzUH9JkZ0VBU,235733,08/07/2011,40,0.782,0.676,1,-6.144,1,0.324,0.00786,1.17E-06,0.141,0.878,158.162,4gdx3sBwgfZTZAqxKzQVTA,4gdx3sBwgfZTZAqxKzQVTA,3.928883333,TIKTOK DANCE
14,1ax4ZAVsA2k1WmlAEiknCH,Love Me,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,0sTWDNDdByvpadJqLYTR2U,191573,01/01/2009,43,0.729,0.868,3,-3.319,1,0.0609,0.00939,0,0.283,0.632,124.957,1ax4ZAVsA2k1WmlAEiknCH,1ax4ZAVsA2k1WmlAEiknCH,3.192883333,TIKTOK DANCE
15,6UQreXkBLml4Bv3q3NEUzq,Who's That Girl (feat. Eve),5PjekOABtfU2Kwo0AHVmci,Guy Sebastian,0CStVBruuSHJnFjZsQg4Ov,219693,08/11/2010,51,0.759,0.833,0,-5.268,1,0.0353,0.155,0,0.192,0.599,127.017,6UQreXkBLml4Bv3q3NEUzq,6UQreXkBLml4Bv3q3NEUzq,3.66155,TIKTOK DANCE
16,6uvMKqNlrSvcC4NaKnrwjZ,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",7b79bQFziJFedJb75k6hFt,Tion Wayne,3ucQ8ogD2Li2U0rwkrdwlx,278085,22/04/2021,91,0.883,0.674,11,-8.043,0,0.357,0.21,0,0.0678,0.73,141.02,6uvMKqNlrSvcC4NaKnrwjZ,6uvMKqNlrSvcC4NaKnrwjZ,4.63475,TIKTOK DANCE
17,6uvMKqNlrSvcC4NaKnrwjZ,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",7b79bQFziJFedJb75k6hFt,Tion Wayne,3ucQ8ogD2Li2U0rwkrdwlx,278085,22/04/2021,91,0.883,0.674,11,-8.043,0,0.357,0.21,0,0.0678,0.73,141.02,6uvMKqNlrSvcC4NaKnrwjZ,6uvMKqNlrSvcC4NaKnrwjZ,4.63475,TIKTOK DANCE
18,1sVwtQw8VoPMsPDMvx9Y4S,Ayegirl,6JajQ1VHanKIftKLeZRUSy,1way Frank,1Tsutm6gzTW2VSexQw16Xx,170866,04/09/2014,58,0.783,0.38,10,-8.507,0,0.0974,0.735,1.58E-06,0.158,0.84,99.802,1sVwtQw8VoPMsPDMvx9Y4S,1sVwtQw8VoPMsPDMvx9Y4S,2.847766667,TIKTOK DANCE
19,1sVwtQw8VoPMsPDMvx9Y4S,Ayegirl,6JajQ1VHanKIftKLeZRUSy,1way Frank,1Tsutm6gzTW2VSexQw16Xx,170866,04/09/2014,58,0.783,0.38,10,-8.507,0,0.0974,0.735,1.58E-06,0.158,0.84,99.802,1sVwtQw8VoPMsPDMvx9Y4S,1sVwtQw8VoPMsPDMvx9Y4S,2.847766667,TIKTOK DANCE
20,4FJ50kkBvVzJte01d6Gtt8,You Da One,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,3oQebIVUPY0IPiROZSIQFl,200013,01/01/2011,44,0.702,0.715,5,-5.377,0,0.0425,0.503,2.44E-05,0.126,0.863,127.05,4FJ50kkBvVzJte01d6Gtt8,4FJ50kkBvVzJte01d6Gtt8,3.33355,TIKTOK DANCE
21,4PxWkNPSN62nCIwKvtsmda,Hands Up,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,2W9Vq2BMrjiK6qGmJ5va7z,147716,13/12/2017,53,0.565,0.73,11,-5.941,1,0.127,0.369,0,0.0773,0.526,102.792,4PxWkNPSN62nCIwKvtsmda,4PxWkNPSN62nCIwKvtsmda,2.461933333,TIKTOK DANCE
22,7aXuop4Qambx5Oi3ynsKQr,I Don't Mind (feat. Juicy J),23zg3TcAtWQy7J6upgbUnj,Usher,5BAqg5IJQ7XFKfdoCiOlJw,251989,21/11/2014,69,0.87,0.464,4,-8.337,1,0.178,0.205,0,0.0902,0.457,112.974,7aXuop4Qambx5Oi3ynsKQr,7aXuop4Qambx5Oi3ynsKQr,4.199816667,TIKTOK DANCE
23,0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),0jnsk9HBra6NMjO2oANoPY,Flo Rida,5j1wrOAOm5KFd17pPiSvle,231400,17/03/2008,80,0.918,0.609,10,-5.64,0,0.0791,0.0928,0,0.139,0.304,128.008,0CAfXk7DXMnon4gLudAp7J,0CAfXk7DXMnon4gLudAp7J,3.856666667,TIKTOK DANCE
24,748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,1OnzqJTL9bwe4kvaLxRYxt,208866,09/04/2021,98,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,748mdHapucXQri7IAO8yFK,748mdHapucXQri7IAO8yFK,3.4811,TIKTOK DANCE
25,748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,1OnzqJTL9bwe4kvaLxRYxt,208866,09/04/2021,98,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,748mdHapucXQri7IAO8yFK,748mdHapucXQri7IAO8yFK,3.4811,TIKTOK DANCE
26,748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,1OnzqJTL9bwe4kvaLxRYxt,208866,09/04/2021,98,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,748mdHapucXQri7IAO8yFK,748mdHapucXQri7IAO8yFK,3.4811,TIKTOK DANCE
27,748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,1OnzqJTL9bwe4kvaLxRYxt,208866,09/04/2021,98,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,748mdHapucXQri7IAO8yFK,748mdHapucXQri7IAO8yFK,3.4811,TIKTOK DANCE
28,748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,1OnzqJTL9bwe4kvaLxRYxt,208866,09/04/2021,98,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,748mdHapucXQri7IAO8yFK,748mdHapucXQri7IAO8yFK,3.4811,TIKTOK DANCE
29,5mVeslUjgyVDBUB0bPJr6R,Close up,0vXtpskNA5slWYQBsjlaJU,Prophet the Artist,5SLYMh4USMIYd0wn86F35z,147382,11/11/2020,50,0.739,0.685,0,-10.203,0,0.318,0.353,9.41E-05,0.144,0.598,127.988,5mVeslUjgyVDBUB0bPJr6R,5mVeslUjgyVDBUB0bPJr6R,2.456366667,TIKTOK DANCE
30,27UcQ6dAvQrgH9C880rCM3,Love You Different (feat. BEAM),1uNFoZAHBGtllmzznpCI3s,Justin Bieber,5dGWwsZ9iB2Xc3UKR0gif2,186695,19/03/2021,72,0.759,0.584,8,-6.655,1,0.06,0.0652,1.59E-06,0.16,0.374,127.138,27UcQ6dAvQrgH9C880rCM3,27UcQ6dAvQrgH9C880rCM3,3.111583333,TIKTOK DANCE
31,3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,4fxd5Ee7UefO4CUXgwJ7IP,Giveon,1zHR48K6XtWYm6bhrw4J6C,198370,27/03/2020,92,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02E-06,0.303,0.543,89.087,3FAJ6O0NOHQV8Mc5Ri6ENp,3FAJ6O0NOHQV8Mc5Ri6ENp,3.306166667,TIKTOK DANCE
32,3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,4fxd5Ee7UefO4CUXgwJ7IP,Giveon,1zHR48K6XtWYm6bhrw4J6C,198370,27/03/2020,92,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02E-06,0.303,0.543,89.087,3FAJ6O0NOHQV8Mc5Ri6ENp,3FAJ6O0NOHQV8Mc5Ri6ENp,3.306166667,TIKTOK DANCE
33,3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,4fxd5Ee7UefO4CUXgwJ7IP,Giveon,1zHR48K6XtWYm6bhrw4J6C,198370,27/03/2020,92,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02E-06,0.303,0.543,89.087,3FAJ6O0NOHQV8Mc5Ri6ENp,3FAJ6O0NOHQV8Mc5Ri6ENp,3.306166667,TIKTOK DANCE
34,3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,4fxd5Ee7UefO4CUXgwJ7IP,Giveon,1zHR48K6XtWYm6bhrw4J6C,198370,27/03/2020,92,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02E-06,0.303,0.543,89.087,3FAJ6O0NOHQV8Mc5Ri6ENp,3FAJ6O0NOHQV8Mc5Ri6ENp,3.306166667,TIKTOK DANCE
35,6HU7h9RYOaPRFeh0R3UeAr,deja vu,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,6s84u2TUpR3wdUv4NgKA2j,215506,21/05/2021,88,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,6HU7h9RYOaPRFeh0R3UeAr,6HU7h9RYOaPRFeh0R3UeAr,3.591766667,TIKTOK DANCE
36,5hTpBe8h35rJ67eAWHQsJx,Caroline,3Gm5F95VdRxW3mqCn8RPBJ,Aminé,3lajefIuUk4SfzqVBSJy8p,209640,28/07/2017,78,0.94,0.335,5,-10.179,0,0.505,0.17,0,0.262,0.707,120.04,5hTpBe8h35rJ67eAWHQsJx,5hTpBe8h35rJ67eAWHQsJx,3.494,TIKTOK DANCE
37,5hTpBe8h35rJ67eAWHQsJx,Caroline,3Gm5F95VdRxW3mqCn8RPBJ,Aminé,3lajefIuUk4SfzqVBSJy8p,209640,28/07/2017,78,0.94,0.335,5,-10.179,0,0.505,0.17,0,0.262,0.707,120.04,5hTpBe8h35rJ67eAWHQsJx,5hTpBe8h35rJ67eAWHQsJx,3.494,TIKTOK DANCE
38,3jagJCUbdqhDSPuxP8cAqF,Work It,2wIVse2owClT7go1WT98tk,Missy Elliott,6DeU398qrJ1bLuryetSmup,263226,11/11/2002,71,0.884,0.677,1,-5.603,1,0.283,0.0778,0,0.0732,0.584,101.868,3jagJCUbdqhDSPuxP8cAqF,3jagJCUbdqhDSPuxP8cAqF,4.3871,TIKTOK DANCE
39,5B0kei3VVWCH7752PfDQsQ,Rich Boy Trap,69LoD9SvwYptcAMxekwuqi,Daz Payne,6ZZT161KadMuAZete0Mlvl,166956,26/03/2021,42,0.776,0.584,1,-10.606,1,0.0873,0.142,6.66E-05,0.103,0.295,138.031,5B0kei3VVWCH7752PfDQsQ,5B0kei3VVWCH7752PfDQsQ,2.7826,TIKTOK DANCE
40,3dFwpxh2yH7C7p9BGEKLVB,Goodies (feat. Petey Pablo),2NdeV5rLm47xAvogXrYhJX,Ciara,71gUhKYZIWmmjqAHlY4Br3,223000,27/09/2004,68,0.826,0.647,5,-6.306,0,0.0491,0.0277,1.52E-06,0.298,0.872,102.017,3dFwpxh2yH7C7p9BGEKLVB,3dFwpxh2yH7C7p9BGEKLVB,3.716666667,TIKTOK DANCE
41,7MC4XR9M9amdmKQr2iDF7i,Iko Iko (My Bestie),5lTjv8Ag00qHSGhvK4JbeF,Justin Wellington,0IVeq4oFSUAAXmdQqXFTrU,182857,03/06/2019,81,0.862,0.753,5,-5.356,1,0.0625,0.131,2.01E-06,0.077,0.827,105.039,7MC4XR9M9amdmKQr2iDF7i,7MC4XR9M9amdmKQr2iDF7i,3.047616667,TIKTOK DANCE
42,1Bhm5HNO1cq8olDbBmokyL,Copines,7IlRNXHjoOCgEAWN5qYksg,Aya Nakamura,3jqQFIXUakuDXdhFVvI7Ko,171720,02/11/2018,80,0.701,0.787,8,-3.941,0,0.0855,0.27,0,0.105,0.904,180.027,1Bhm5HNO1cq8olDbBmokyL,1Bhm5HNO1cq8olDbBmokyL,2.862,TIKTOK DANCE
43,7xYnUQigPoIDAMPVK79NEq,Run It! (feat. Juelz Santana),7bXgB6jMjp9ATFy66eO08Z,Chris Brown,49gaz5rhWWgqCw61M9700v,229866,2005,72,0.846,0.482,1,-6.721,0,0.129,0.0246,0,0.393,0.212,100.969,7xYnUQigPoIDAMPVK79NEq,7xYnUQigPoIDAMPVK79NEq,3.8311,TIKTOK DANCE
44,5f7F8ovtEmFzOdyN5fTOKl,San Andreas Theme Song,58zzaIQ8XVObJml8da0b2e,Young Maylay,5eH1GJwSmZXI4Xebe1A9X3,86546,07/11/2005,65,0.52,0.836,5,-7.13,0,0.213,0.0164,0,0.19,0.486,96.855,5f7F8ovtEmFzOdyN5fTOKl,5f7F8ovtEmFzOdyN5fTOKl,1.442433333,TIKTOK DANCE
45,3EjqEynisw490QVoUDSl8p,OUT out,22UgSS755ESXV2NfD1BkN5,AP3,2ekLh7WcfH4nigov3cDF44,214163,26/03/2021,41,0.842,0.719,4,-8.075,0,0.107,0.16,4.02E-06,0.122,0.8,130.007,3EjqEynisw490QVoUDSl8p,3EjqEynisw490QVoUDSl8p,3.569383333,TIKTOK DANCE
46,5GkQIP5mWPi4KZLLXeuFTT,motive (with Doja Cat),66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,3euz4vS7ezKGnNSwgyvKcd,167989,30/10/2020,82,0.789,0.742,10,-5.664,0,0.0652,0.0681,0,0.166,0.661,116.965,5GkQIP5mWPi4KZLLXeuFTT,5GkQIP5mWPi4KZLLXeuFTT,2.799816667,TIKTOK DANCE
47,5GkQIP5mWPi4KZLLXeuFTT,motive (with Doja Cat),66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,3euz4vS7ezKGnNSwgyvKcd,167989,30/10/2020,82,0.789,0.742,10,-5.664,0,0.0652,0.0681,0,0.166,0.661,116.965,5GkQIP5mWPi4KZLLXeuFTT,5GkQIP5mWPi4KZLLXeuFTT,2.799816667,TIKTOK DANCE
48,5GkQIP5mWPi4KZLLXeuFTT,motive (with Doja Cat),66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,3euz4vS7ezKGnNSwgyvKcd,167989,30/10/2020,82,0.789,0.742,10,-5.664,0,0.0652,0.0681,0,0.166,0.661,116.965,5GkQIP5mWPi4KZLLXeuFTT,5GkQIP5mWPi4KZLLXeuFTT,2.799816667,TIKTOK DANCE
49,5GkQIP5mWPi4KZLLXeuFTT,motive (with Doja Cat),66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,3euz4vS7ezKGnNSwgyvKcd,167989,30/10/2020,82,0.789,0.742,10,-5.664,0,0.0652,0.0681,0,0.166,0.661,116.965,5GkQIP5mWPi4KZLLXeuFTT,5GkQIP5mWPi4KZLLXeuFTT,2.799816667,TIKTOK DANCE
50,7lozLnUfzcgEpMMVQI7yhA,Why,4GvEc3ANtPPjt1ZJllr5Zl,Bazzi,5EEkfRgfYHiFu0lGur6Z6M,148259,12/04/2018,72,0.676,0.67,8,-6.584,1,0.0374,0.353,0,0.103,0.54,113.01,7lozLnUfzcgEpMMVQI7yhA,7lozLnUfzcgEpMMVQI7yhA,2.470983333,TIKTOK DANCE
51,66vs64VphiHrtFcLR6Qeav,Talkin' Bout (feat. Saweetie),053fl1QPQFGqSPPxSPcacT,Loui,2HOYNp9NxRakR9u9na7Wth,126225,16/04/2021,71,0.885,0.466,1,-6.128,1,0.282,0.0396,0,0.127,0.272,75.014,66vs64VphiHrtFcLR6Qeav,66vs64VphiHrtFcLR6Qeav,2.10375,TIKTOK DANCE
52,66vs64VphiHrtFcLR6Qeav,Talkin' Bout (feat. Saweetie),053fl1QPQFGqSPPxSPcacT,Loui,2HOYNp9NxRakR9u9na7Wth,126225,16/04/2021,71,0.885,0.466,1,-6.128,1,0.282,0.0396,0,0.127,0.272,75.014,66vs64VphiHrtFcLR6Qeav,66vs64VphiHrtFcLR6Qeav,2.10375,TIKTOK DANCE
53,66vs64VphiHrtFcLR6Qeav,Talkin' Bout (feat. Saweetie),053fl1QPQFGqSPPxSPcacT,Loui,2HOYNp9NxRakR9u9na7Wth,126225,16/04/2021,71,0.885,0.466,1,-6.128,1,0.282,0.0396,0,0.127,0.272,75.014,66vs64VphiHrtFcLR6Qeav,66vs64VphiHrtFcLR6Qeav,2.10375,TIKTOK DANCE
54,62zFEHfAYl5kdHYOivj4BC,International Love (feat. Chris Brown),0TnOYISbd1XYRBk9myaseg,Pitbull,4rG0MhkU6UojACJxkMHIXB,227280,17/06/2011,75,0.67,0.855,0,-3.035,0,0.0499,0.0124,0,0.335,0.648,120.05,62zFEHfAYl5kdHYOivj4BC,62zFEHfAYl5kdHYOivj4BC,3.788,TIKTOK DANCE
55,2BKyXCkxhZRGwREqZacJ9M,She Make It Clap,6GMYJwaziB4ekv1Y6wCDWS,Soulja Boy,1l5ZuwSAlGfOrHRmoNNoL3,111621,12/03/2021,61,0.938,0.463,1,-13.124,1,0.479,0.035,0.00652,0.1,0.46,119.878,2BKyXCkxhZRGwREqZacJ9M,2BKyXCkxhZRGwREqZacJ9M,1.86035,TIKTOK DANCE
56,2BKyXCkxhZRGwREqZacJ9M,She Make It Clap,6GMYJwaziB4ekv1Y6wCDWS,Soulja Boy,1l5ZuwSAlGfOrHRmoNNoL3,111621,12/03/2021,61,0.938,0.463,1,-13.124,1,0.479,0.035,0.00652,0.1,0.46,119.878,2BKyXCkxhZRGwREqZacJ9M,2BKyXCkxhZRGwREqZacJ9M,1.86035,TIKTOK DANCE
57,2BKyXCkxhZRGwREqZacJ9M,She Make It Clap,6GMYJwaziB4ekv1Y6wCDWS,Soulja Boy,1l5ZuwSAlGfOrHRmoNNoL3,111621,12/03/2021,61,0.938,0.463,1,-13.124,1,0.479,0.035,0.00652,0.1,0.46,119.878,2BKyXCkxhZRGwREqZacJ9M,2BKyXCkxhZRGwREqZacJ9M,1.86035,TIKTOK DANCE
58,2BKyXCkxhZRGwREqZacJ9M,She Make It Clap,6GMYJwaziB4ekv1Y6wCDWS,Soulja Boy,1l5ZuwSAlGfOrHRmoNNoL3,111621,12/03/2021,61,0.938,0.463,1,-13.124,1,0.479,0.035,0.00652,0.1,0.46,119.878,2BKyXCkxhZRGwREqZacJ9M,2BKyXCkxhZRGwREqZacJ9M,1.86035,TIKTOK DANCE
59,7IUl5c6u18rzmyQOblj10T,Somebody To Love Remix,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,0wZJCeyfJ0LVrrtH4CwQYw,220160,01/01/2011,59,0.703,0.836,5,-4.619,1,0.0283,0.00388,0,0.16,0.552,129.987,7IUl5c6u18rzmyQOblj10T,7IUl5c6u18rzmyQOblj10T,3.669333333,TIKTOK DANCE
60,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),1uNFoZAHBGtllmzznpCI3s,Justin Bieber,5dGWwsZ9iB2Xc3UKR0gif2,198081,19/03/2021,99,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,4iJyoBOLtHqaGxP12qzhQI,4iJyoBOLtHqaGxP12qzhQI,3.30135,TIKTOK DANCE
61,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),1uNFoZAHBGtllmzznpCI3s,Justin Bieber,5dGWwsZ9iB2Xc3UKR0gif2,198081,19/03/2021,99,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,4iJyoBOLtHqaGxP12qzhQI,4iJyoBOLtHqaGxP12qzhQI,3.30135,TIKTOK DANCE
62,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),1uNFoZAHBGtllmzznpCI3s,Justin Bieber,5dGWwsZ9iB2Xc3UKR0gif2,198081,19/03/2021,99,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,4iJyoBOLtHqaGxP12qzhQI,4iJyoBOLtHqaGxP12qzhQI,3.30135,TIKTOK DANCE
63,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),1uNFoZAHBGtllmzznpCI3s,Justin Bieber,5dGWwsZ9iB2Xc3UKR0gif2,198081,19/03/2021,99,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,4iJyoBOLtHqaGxP12qzhQI,4iJyoBOLtHqaGxP12qzhQI,3.30135,TIKTOK DANCE
64,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),1uNFoZAHBGtllmzznpCI3s,Justin Bieber,5dGWwsZ9iB2Xc3UKR0gif2,198081,19/03/2021,99,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,4iJyoBOLtHqaGxP12qzhQI,4iJyoBOLtHqaGxP12qzhQI,3.30135,TIKTOK DANCE
65,5hjn1xQQvOXD85j83j7lRr,Aya,4d8dVaN19U8R3fpxswfpT5,WilliamGregory,1EVhJ2XSQGY3z1WL90XLnT,179400,15/04/2021,35,0.708,0.823,11,-5.261,0,0.0508,0.0452,0.000256,0.133,0.169,100.055,5hjn1xQQvOXD85j83j7lRr,5hjn1xQQvOXD85j83j7lRr,2.99,TIKTOK DANCE
66,2HYvkdq6lpFXkVz9Tfqi8r,Big Gangsta,1gPhS1zisyXr5dHTYZyiMe,Kevin Gates,7udQ5hoKMjgCJT75oxPmgn,243462,31/05/2019,79,0.879,0.574,10,-5.602,0,0.391,0.519,8.76E-06,0.144,0.346,144.911,2HYvkdq6lpFXkVz9Tfqi8r,2HYvkdq6lpFXkVz9Tfqi8r,4.0577,TIKTOK DANCE
67,2HYvkdq6lpFXkVz9Tfqi8r,Big Gangsta,1gPhS1zisyXr5dHTYZyiMe,Kevin Gates,7udQ5hoKMjgCJT75oxPmgn,243462,31/05/2019,79,0.879,0.574,10,-5.602,0,0.391,0.519,8.76E-06,0.144,0.346,144.911,2HYvkdq6lpFXkVz9Tfqi8r,2HYvkdq6lpFXkVz9Tfqi8r,4.0577,TIKTOK DANCE
